,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
136,mrzo7Mjj7,jiggs,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,False,,,eng,jigg,,,False,True,False,False,False,False,False,12,0,0,2018-11-01 20:35:47,2019-10-24 15:42:29
137,z2TKWuqbG,jigg,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,False,,97.0,eng,,jigaboo,,False,True,False,False,False,False,False,25,0,0,2013-08-09 08:07:08,2019-10-24 15:42:19
138,epVrZaAzA,jiggers,"Variant of jiggaboo or jigabo, referring to a person of African descent.",A type of movement,False,,100.0,eng,jigger,,,False,True,False,False,False,False,False,52,0,0,2018-11-01 20:35:47,2019-10-24 15:37:22
139,j7U6mXQ4Q,jigger,"Variant of jiggaboo or jigabo, referring to a person of African descent.",A type of movement,False,,99.0,eng,,,,False,True,False,False,False,False,False,25,0,0,2013-05-03 03:55:19,2019-10-24 15:36:56
140,oYBntDFU8,jiggas,"Abbreviation of jiggaboo or jigabo, a slur for people of African descent",Ecstasy pill,False,,,eng,jigga,,,False,True,False,False,False,False,False,95,0,0,2018-11-01 20:35:46,2019-10-24 15:33:24
141,MFub7bAmp,jigga,"Abbreviation of jiggaboo or jigabo, a slur for people of African descent",Ecstasy pill,False,,97.0,eng,,,,False,True,False,False,False,False,False,3,0,0,2013-07-21 04:48:56,2019-10-24 15:33:01
142,whGkTYHh8,hebe,"A Jewish person, derived from the word 'Hebrew'.",A type of shrub,False,,91.0,eng,,,,False,True,True,False,False,False,False,23,0,0,2013-07-21 15:59:14,2019-10-24 15:16:54
143,Gq7yurh9p,half breed,"One who is of mixed race, particularly half Native American and half European","Can refer to mixed parentage among other non-human species, or to an eponymous 1973 Cher song.",False,,98.0,eng,,,,False,True,False,False,False,False,False,22,0,0,2013-06-21 22:29:33,2019-10-24 15:12:43
144,CdMMfZisd,eshay,"In Australia, an unsophisticated or working class person with a predilection for ostentatious sportswear and jewellery",,False,,,eng,,,,True,False,False,False,False,False,True,238,8,8,2019-10-24 00:51:27,2019-10-24 00:54:49
145,gxyCXcKgB,eshays,"In Australia, an unsophisticated or working class person with a predilection for ostentatious sportswear and jewellery",,False,,50.0,eng,eshay,,,True,False,False,False,False,False,True,397,12,12,2019-10-24 00:52:55,2019-10-24 00:53:35
146,Guai4dU4s,Gwats,Short for Guatemalan.,,False,,,eng,Gwat,,,True,False,False,False,False,False,False,1,0,0,2018-11-01 20:34:25,2019-10-23 22:41:36
147,DkN6zFFDM,Gwat,Short for Guatemalan.,,False,,88.0,eng,,,,True,False,False,False,False,False,False,11,0,0,2013-08-14 16:48:04,2019-10-23 22:41:29
148,E37jAAQje,gub,"In Australia, Aboriginal pejorative term for white people.",,False,,74.0,eng,,,,False,True,False,False,False,False,False,4,0,0,2013-07-21 21:18:03,2019-10-23 22:29:31
149,23ZNtZaPe,gubs,"In Australia, Aboriginal pejorative term for white people.",,False,,,eng,gub,,,False,True,False,False,False,False,False,33,0,0,2018-11-01 20:34:24,2019-10-23 22:29:18
150,Kb4pwoNMZ,buffies,"[1] A black person. [2] a young, brown-skinned person 1940s-1950s",,False,,,eng,buffie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:50,2019-10-23 22:15:42
151,vXuEGajT4,pussy,"[1] Pejorative word for female. [2] Pejorative word for male, meaning meek or cowardly.",Cat,False,,50.0,eng,,,,False,False,False,True,False,False,False,17,0,0,2013-07-04 14:14:34,2019-10-23 19:46:24
152,bWgz9jJed,niggers,A black person.,,True,,100.0,eng,nigger,,,False,True,False,False,False,False,False,1928,78,78,2018-11-01 20:36:17,2019-10-18 17:26:18
153,3wfWp8aQB,nigger,A black person.,,True,,100.0,eng,,,,False,True,False,False,False,False,False,4572,50,50,2013-04-02 04:00:00,2019-10-18 17:26:03
154,mdJWab62y,hoser,"In Canada, an unsophisticated person, Back when Hockey was played on frozen ponds and lakes the losers of the hockey game would have to hose the lakes to become clean, smooth ice.  Calling someone a “hoser” is really just calling them a loser.  From the practice of stealing gas with a hose and siphon.",,False,CA,9.0,eng,,,,True,False,False,False,False,False,True,265,28,28,2013-04-06 15:48:43,2019-10-18 17:25:07
155,1K4WevTca,gorillla,This is a test word used for tracking data provenance. Please disregard.,,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-09-30 13:01:13,2019-09-30 13:03:49
156,fWBTxFNUo,meatball patriots,"An African or Arab who presumes to integrate into Swedish culture by eating Swedish meatballs, or a Swede who believes this represents integration. Used by Swedish nationalists and neo-Nazis to disparage immigration.",,False,SE,72.0,eng,meatball patriot,,,False,True,False,False,False,False,False,0,0,0,2019-08-17 18:05:45,2019-08-17 18:06:08
157,tUAzEbPuz,meatball patriot,"An African or Arab who presumes to integrate into Swedish culture by eating Swedish meatballs, or a Swede who believes this represents integration. Used by Swedish nationalists and neo-Nazis to disparage immigration.",,False,SE,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-08-17 18:03:10,2019-08-17 18:03:51
158,kokvgU4zx,feminazis,Concatenation of feminist and Nazi,,False,,,eng,feminazi,,,False,False,False,True,False,False,False,37,2,2,2019-08-01 20:21:16,2019-08-01 20:21:30
159,wvEjWhnhe,feminazi,Concatenation of feminist and Nazi,,False,,,eng,,,,False,False,False,True,False,False,False,59,1,1,2019-08-01 20:20:33,2019-08-01 20:20:43
160,NXixHLfkN,6 gorillion,A nonsensical number used by Neo-Nazis to claim that the Holocaust was faked.,,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-07-31 12:40:24,2019-07-31 14:40:49
161,dtJwXKHcB,mocks,A Jewish person (first used in the 1930s).,To poke fun at someone,False,,,eng,mock,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:00,2019-07-19 19:50:08
162,ZjKzmYq2m,injun,"A Native American, from 'Indian'.",,False,,88.0,eng,,,,False,True,False,False,False,False,False,6,0,0,2013-05-04 15:37:04,2019-07-18 19:04:37
163,UZTzzwzCJ,Anglo Fool,A stupid Anglo-Saxon,,False,,58.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-02-08 19:19:01,2019-06-18 13:47:50
164,fNF3GRCWN,boujees,,,False,,,eng,boujee,,,False,False,False,False,False,False,True,0,0,0,2019-05-25 12:16:06,2019-05-25 12:16:06
165,EiYanJyn8,boujee,Slang for bourgeois,,False,,,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-05-25 12:13:45,2019-05-25 12:13:45
166,jkedcbraz,floppies,,,False,,,eng,floppy,,,False,True,False,False,False,False,False,0,0,0,2019-05-14 16:51:32,2019-05-14 16:51:32
167,gcJbMVkVW,floppy,"An African.  Etymology is variously attributed to Zimbabwe or South Africa, and may have originated from floppy hats worn by laborers or the action of flopping down dead when shot.",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-05-14 01:09:31,2019-05-14 01:09:31
168,FZLzRqPbD,nigger-rig,To poorly repair or assemble something,,True,,98.0,eng,,,,False,True,False,False,False,False,False,14,0,0,2018-11-01 19:42:27,2019-05-10 18:57:27
169,WDZWQCEtL,half bred,,,False,,,eng,,half breed,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:11:51,2019-04-12 17:11:51
170,UXQj23n9C,gookies,,,False,,,eng,gookie,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:06:21,2019-04-12 17:06:21
171,evC7urmnF,gookie,,,False,,,eng,,gook,,True,True,False,False,False,False,False,0,0,0,2019-04-12 17:05:41,2019-04-12 17:05:41
172,VwHrhRGUZ,goloids,,,False,,,eng,goloid,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:04:29,2019-04-12 17:04:29
173,dGjYptxhd,goloid,"Abbreviation of ""mongoloid""",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:03:54,2019-04-12 17:03:54
174,wrirPQbk9,ginks,,,False,,,eng,gink,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:02:29,2019-04-12 17:02:29
175,ByToTroPs,gink,"Combination of ""gook"" and ""chink""",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:01:57,2019-04-12 17:01:57
176,pTAsUsQRV,gas huffers,,,False,,,eng,gas huffer,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 16:58:40,2019-04-12 16:58:40
177,n2rWujzuc,gas huffer,Alluding to substance abuse issues in the Aboriginal community.,,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 16:58:05,2019-04-12 16:58:05
178,odoeqs8Cb,featherheads,,,False,,,eng,featherhead,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:27:22,2019-04-12 15:27:22
179,G8LcbzVdo,featherhead,"Referring to North American Aboriginals in particular, owing to the use of feather head dresses.",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:26:49,2019-04-12 15:26:49
180,NNZFXe7NA,border bandito,,,False,,,eng,,border bandits,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:50:52,2019-04-11 20:50:52
181,JWwXZDXxJ,boogats,,,False,,,eng,boogat,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:47:28,2019-04-11 20:47:28
182,j6b9deGQz,boogat,"An equivalent to 'spook', relating to African-Americans.",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:46:48,2019-04-11 20:46:48
183,qptiXqxr9,dog eaters,,,False,,,eng,dog eater,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:39:46,2019-04-11 20:39:46
184,VQD4HVJBA,dog eater,Conveys the idea that Asians consume dogs as part of their cuisine.,,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:39:07,2019-04-11 20:39:07
185,ggKpaAkDW,alboes,,,False,,,eng,albo,albos,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:35:25,2019-04-11 20:35:25
186,e9rsjiXqN,albos,,,False,,,eng,albo,,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:34:28,2019-04-11 20:34:28
187,GUVgpiTXd,albo,An Albanian,,False,,,eng,,,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:33:45,2019-04-11 20:33:45
188,ZabTbpGLF,jipsi,,,False,,50.0,eng,,gypsy,,False,True,False,False,False,False,False,0,0,0,2019-04-08 14:28:32,2019-04-08 14:28:32
189,pAepZnvcQ,gypsi,,,False,,,eng,,gypsy,,False,True,False,False,False,False,False,0,0,0,2019-04-08 14:27:52,2019-04-08 14:27:52
190,eibckqkoC,Chad Thundercocks,,,False,,,eng,Chad Thundercock,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:59:24,2019-03-18 18:59:42
191,XbKGPZoQk,Chads,,,False,,1.0,eng,Chad,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:58:22,2019-03-18 18:58:48
192,4kDJJnKrH,Chad Thundercock,,,False,,,eng,,Chad,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:56:41,2019-03-18 18:56:50
193,dZNH1NRv6,Chad,"General pejorative term for an alpha male, subsequently appropriated by the incel movement",,False,,1.0,eng,,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:53:23,2019-03-18 18:55:42
194,us2wzoXkk,bimbo,A vacuous woman,,False,,25.0,eng,,,,False,False,False,True,False,False,False,157,10,10,2019-03-18 18:50:03,2019-03-18 18:50:11
195,jtbeyXztd,himbo,A vacuous man,,False,,,eng,,,,False,False,False,True,False,False,False,527,22,22,2019-03-18 18:49:16,2019-03-18 18:49:23
196,azHDvcnKn,machosexual,An excessively masculine person,,False,,,eng,,,,False,False,False,True,False,False,False,1,0,0,2019-03-18 18:46:24,2019-03-18 18:46:32
197,fJs4txNxL,gopniks,,,False,,,eng,gopnik,,,False,False,False,False,False,False,True,178,7,7,2019-03-18 18:36:02,2019-03-18 18:36:09
198,dyTjfgaDh,skeets,,,False,,,eng,skeet,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:35:26,2019-03-18 18:35:26
199,gaJhnezMx,skeet,Lower class youth,,False,,,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:34:35,2019-03-18 18:34:35
200,shvUDDiey,dresiarz,,,False,,,eng,,dres,,False,False,False,False,False,False,True,6,1,1,2019-03-18 18:30:53,2019-03-18 18:31:09
201,EEZAjmc1q,dres,,,False,,,eng,,,drɛs,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:30:13,2019-03-18 18:30:26
202,GWjTXNZUM,gopnik,,,False,,,eng,,,го́пник,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:10:25,2019-03-18 18:10:25
203,WFzUijXKQ,Freḥa,,,False,,,eng,,,פרחה,False,False,False,False,False,False,True,1,0,0,2019-03-18 18:08:15,2019-03-18 18:08:31
204,UnqiwUWyv,arsit,,,False,,,eng,,ars,,False,False,False,False,False,False,True,6,0,0,2019-03-18 18:04:48,2019-03-18 18:04:56
205,MmAo4cvLs,arsim,,,False,,,eng,ars,,,False,False,False,False,False,False,True,16,0,0,2019-03-18 18:03:47,2019-03-18 18:03:56
206,kriMMKYyy,ars,,,False,,50.0,eng,,,ערס‎ `ars,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:03:05,2019-03-18 18:03:05
207,kRaUGPivZ,Sloane Rangers,,,False,,,eng,Sloane Ranger,,,False,False,False,False,False,False,True,11,1,1,2019-03-18 17:59:38,2019-03-18 17:59:49
208,Y3ulapDfm,Sloane Ranger,A fashionable upper class person,,False,,,eng,,,,False,False,False,False,False,False,True,65,2,2,2019-03-18 17:59:01,2019-03-18 17:59:11
209,JQERv8ibJ,Hoorah Henriettas,,,False,,,eng,Hoorah Henrietta,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:57:20,2019-03-18 17:57:28
210,nKsuXihdr,Hoorah Henrietta,,,False,,,eng,,Hooray Henrietta,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:56:41,2019-03-18 17:56:50
211,VPtQJrsQp,Hooray Henriettas,,,False,,,eng,Hooray Henrietta,,,False,False,False,False,False,False,True,5,0,0,2019-03-18 17:55:47,2019-03-18 17:55:55
212,mRfhKaTQj,Hooray Henrietta,A boorish upper class person,,False,,,eng,,,,False,False,False,False,False,False,True,15,0,0,2019-03-18 17:55:08,2019-03-18 17:55:16
213,uu8tgcd2z,Hoorah Henries,,,False,,,eng,Hoorah Henry,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:53:13,2019-03-18 17:53:20
214,JcairmHoU,Hoorah Henry,,,False,,,eng,,Hooray Henry,,False,False,False,False,False,False,True,13,0,0,2019-03-18 17:52:30,2019-03-18 17:52:44
215,vpoUpAEkE,Hooray Henries,,,False,,25.0,eng,Hooray Henry,,,False,False,False,False,False,False,True,19,0,0,2019-03-18 17:51:40,2019-03-18 17:51:53
216,h9atuijoF,Hooray Henry,A boorish upper class person,,False,,25.0,eng,,,,False,False,False,False,False,False,True,136,12,12,2019-03-18 17:50:54,2019-03-18 17:51:04
217,vsbeKHBpu,toffs,,,False,,,eng,toff,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:49:27,2019-03-18 17:49:27
218,3pkdabuxq,toff,A person of aristocratic background who exudes an air of superiority,,False,,,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:49:00,2019-03-18 17:49:00
219,gQNjvph8r,gey,,,False,,75.0,eng,,gay,,False,False,False,False,True,False,False,0,0,0,2019-03-17 18:31:10,2019-03-17 18:31:10
220,icNsmUpkU,yellow cabs,,,False,,,eng,yellow cab,,,True,True,False,True,False,False,False,0,0,0,2019-03-17 17:55:53,2019-03-17 17:56:09
221,odvntD3ea,yellow cab,,,False,,,eng,,,イエローキャブ,True,True,False,True,False,False,False,0,0,0,2019-03-17 17:54:26,2019-03-17 17:54:26
222,ssz8lLWtc,lipstick lesbian,A lesbian with visible femininity,,False,,,eng,,,,False,False,False,False,True,False,False,216,7,7,2019-03-17 17:46:58,2019-03-17 17:47:07
223,3ykCosrin,zhidovka,,,False,,,eng,,yid,,False,True,False,False,False,False,False,0,0,0,2019-03-17 17:42:51,2019-03-17 17:43:07
224,dyw7QsBzb,zhydovka,,,False,,,eng,,yid,,False,True,False,False,False,False,False,1,0,0,2019-03-17 17:42:01,2019-03-17 17:42:10
225,LWXHVWFPD,zhid,,,False,,,eng,,yid,,False,True,False,False,False,False,False,27,2,2,2019-03-17 17:41:00,2019-03-17 17:41:10
226,KMQkBaafh,zhyd,,,False,,,eng,,yid,,False,True,False,False,False,False,False,6,0,0,2019-03-17 17:38:58,2019-03-17 17:39:08
227,rfjgxDvyX,virago,A masculine woman,,False,,,eng,,,,False,False,False,True,False,False,False,26,1,1,2019-03-17 17:34:30,2019-03-17 17:34:40
228,pYGwFMvRH,cock tease,A woman who tempts men,,False,,,eng,,,,False,False,False,True,False,False,False,167,6,6,2019-03-17 17:06:26,2019-03-17 17:06:37
229,eriebugnY,Beckies,,,False,,,eng,Becky,,,False,False,False,True,False,False,False,0,0,0,2019-03-17 16:39:27,2019-03-17 16:39:27
230,axtiCRinu,Beckys,,,False,,,eng,Becky,,,False,False,False,True,False,False,False,0,0,0,2019-03-17 16:38:54,2019-03-17 16:38:54
231,PbuyeLsgd,Becky,A white woman,A common woman's name,False,,,eng,,,,False,False,False,True,False,False,False,0,0,0,2019-03-17 16:38:12,2019-03-17 16:38:12
232,ndGyZCRqn,bull dykes,,,False,,,eng,bull dyke,,,False,False,False,False,True,False,False,538,23,23,2019-03-17 15:04:26,2019-03-17 15:04:34
233,E6LKcHRUw,bull dyke,,,False,,,eng,,dyke,,False,False,False,False,True,False,False,1261,28,28,2019-03-17 15:03:31,2019-03-17 15:03:43
234,TM7JUnRiV,lavender mafia,,,False,,,eng,,gay mafia,,False,False,False,False,True,False,False,0,0,0,2019-03-17 15:00:51,2019-03-17 15:02:11
235,soQexlvax,velvet mafia,,,False,,25.0,eng,,gay mafia,,False,False,False,False,True,False,False,18,0,0,2019-03-17 15:00:05,2019-03-17 15:00:14
236,EQJnNXBjY,gay mafia,An alleged conspiracy of homosexuals to promote a gay agenda,,False,,,eng,,,,False,False,False,False,True,False,False,303,22,22,2019-03-17 14:58:48,2019-03-17 14:58:57
237,istxJxyzY,Homintern,An alleged conspiracy of homosexuals to promote a gay agenda,,False,,,eng,,,,False,False,False,False,True,False,False,20,0,0,2019-03-17 14:57:23,2019-03-17 14:57:59
238,ps1VLHGJU,batimen,,,False,BZ,,eng,batiman,,,False,False,False,False,True,False,False,2,0,0,2019-03-17 14:52:26,2019-03-17 14:52:37
239,Zqpx34uuy,batiman,,,False,BZ,,eng,,batty boy,,False,False,False,False,True,False,False,35,1,1,2019-03-17 14:51:43,2019-03-17 14:51:55
240,DmwDfmhEy,battymen,,,False,BZ,,eng,battyman,,,False,False,False,False,True,False,False,139,0,0,2019-03-17 14:50:29,2019-03-17 14:50:40
241,RfgtBiyV7,battyman,,,False,BZ,,eng,,batty boy,,False,False,False,False,True,False,False,519,28,28,2019-03-17 14:49:13,2019-03-17 14:49:31
242,HjXaHzvKx,chi chi bwoys,,,False,JM,,eng,chi chi bwoy,,,False,False,False,False,True,False,False,0,0,0,2019-03-17 14:47:16,2019-03-17 14:47:52
